,premise,hypothesis,label,premise_fr,hypothesis_fr
606,Three guys and a girl are all jumping in a pool together.,The people are all climbing out of the water.,2,Trois hommes et une fille sautent ensemble dans une piscine.,Les gens montent tous hors de l'eau.
607,Three guys and a girl are all jumping in a pool together.,The people are all jumping into a body of water.,0,Trois hommes et une fille sautent ensemble dans une piscine.,Les gens sautent tous dans un corps d'eau.
608,Three guys and a girl are all jumping in a pool together.,The people are all friends.,1,Trois hommes et une fille sautent ensemble dans une piscine.,Les gens sont tous des amis.
609,"A little boy underwater in a pool, holding a plastic dinosaur.",The toy is waterproof.,1,"Un petit garçon sous-marin dans une piscine, gardant un dinosaure plastique.",Le jouet est imperméable.
610,"A little boy underwater in a pool, holding a plastic dinosaur.",The Lone Ranger swims again.,2,"Un petit garçon sous-marin dans une piscine, gardant un dinosaure plastique.",Lone Ranger naît à nouveau.
611,"A little boy underwater in a pool, holding a plastic dinosaur.",Small boy in pool holds toy.,0,"Un petit garçon sous-marin dans une piscine, gardant un dinosaure plastique.",Un petit garçon en piscine tient du jouet.
612,A little boy swimming underwater with a toy in his hand.,A little boy is chasing a dog.,2,Un petit garçon naissant sous-marin avec un jouet à sa main.,Un petit garçon chasse un chien.
613,A little boy swimming underwater with a toy in his hand.,A little boy is holding a pool ring.,1,Un petit garçon naissant sous-marin avec un jouet à sa main.,Un petit garçon tient un cercle de piscine.
614,A little boy swimming underwater with a toy in his hand.,A little boy is underwater.,0,Un petit garçon naissant sous-marin avec un jouet à sa main.,Un petit garçon est sous-marin.
615,A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is riding in his first rodeo.,1,Un homme portant une chemise blanche en shire et la haine est en train de recourir à un cheval en rodéo.,Un homme évolue dans son premier rodéo.
616,A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A rodeo clown chases a bull.,2,Un homme portant une chemise blanche en shire et la haine est en train de recourir à un cheval en rodéo.,Un rodéo clown chasse un taureau.
617,A man wearing a white shire shirt and hate is riding a bucking horse in a rodeo.,A man is being bucked on a horse.,0,Un homme portant une chemise blanche en shire et la haine est en train de recourir à un cheval en rodéo.,Un homme est enfoncé sur un cheval.
618,"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man rides an animal.,0,"Un rideur bronc de saigne est levé de la saigne, mais il conserve sa grippe pendant sa descente.",L'homme transporte un animal.
619,"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is trying not to fall.,1,"Un rideur bronc de saigne est levé de la saigne, mais il conserve sa grippe pendant sa descente.",L'homme tente de ne pas tomber.
620,"A saddle bronc rider gets lifted out of the saddle, but keeps his grip during his ride.",The man is riding a motorcycle.,2,"Un rideur bronc de saigne est levé de la saigne, mais il conserve sa grippe pendant sa descente.",L'homme est en motocycle.
621,a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is using a machine to make coconut milk.,1,Une femme ayant un chapeau de paille travaillant sur une machine étrange avec des noix de coco à son côté.,Une femme utilise une machine pour fabriquer du lait de coco.
622,a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is sitting on the couch.,2,Une femme ayant un chapeau de paille travaillant sur une machine étrange avec des noix de coco à son côté.,Une femme est assise sur le canapé.
623,a woman with a straw hat working on a strange machine with coconuts at her side.,A woman is at a machine.,0,Une femme ayant un chapeau de paille travaillant sur une machine étrange avec des noix de coco à son côté.,Une femme est à la machine.
624,A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,The man is boiling a pot of corn.,2,Un homme portant un chapeau de riz s'enfouit à l'aide d'un shucker de mas et est entouré d'arbres.,L'homme est en train de bouillir un pot de mas.
625,A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,There is a person processing vegetables.,0,Un homme portant un chapeau de riz s'enfouit à l'aide d'un shucker de mas et est entouré d'arbres.,Il y a une personne traitant des légumes.
626,A man wearing a rice hat is shucking corn using a corn shucker and is surrounded by trees.,A man is shucking a large pile of corn.,1,Un homme portant un chapeau de riz s'enfouit à l'aide d'un shucker de mas et est entouré d'arbres.,Un homme est en train de s'enfouir d'un grand pâturage de mas.
627,a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman is making jewelry at the park.,1,Une femme portant un chapeau chinois de paille exploitant une sorte de machine en acier inoxydable dans ce qui semble être un parc.,La femme fait des bijoux au parc.
628,a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman has a small child trapped in the machine who sews clothes.,2,Une femme portant un chapeau chinois de paille exploitant une sorte de machine en acier inoxydable dans ce qui semble être un parc.,La femme a un petit enfant piégé dans la machine qui se coule des vêtements.
629,a woman wearing a Chinese straw hat operating some sort of stainless steel machine in what appears to be a park.,The woman is outdoors with a machine.,0,Une femme portant un chapeau chinois de paille exploitant une sorte de machine en acier inoxydable dans ce qui semble être un parc.,La femme est en plein air avec une machine.
630,A woman on the side of a street is making food on her cart.,A child is wearing a bandana.,2,Une femme du côté d'une rue fait de la nourriture sur son chariot.,Un enfant porte une bandana.
631,A woman on the side of a street is making food on her cart.,A person is cooking mexican food.,1,Une femme du côté d'une rue fait de la nourriture sur son chariot.,Une personne cuisine des aliments mexicains.
632,A woman on the side of a street is making food on her cart.,A person is cooking.,0,Une femme du côté d'une rue fait de la nourriture sur son chariot.,Une personne est en cuisine.
633,A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is wearing a blue shirt.,2,Un homme en shorts bleus et sans chemise jogge sur la route tout en écoutant son iPod.,L'homme porte une chemise bleue.
634,A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is running.,0,Un homme en shorts bleus et sans chemise jogge sur la route tout en écoutant son iPod.,L'homme est en train de conduire.
635,A man in blue shorts and without a shirt is jogging down the road while listening to his iPod.,The man is wearing headphones.,1,Un homme en shorts bleus et sans chemise jogge sur la route tout en écoutant son iPod.,L'homme porte des écouteurs.
636,Women exercising one woman has a green mat and black outfit on.,The women are exercising.,0,Les femmes qui exercent une femme ont un matériau vert et un vêtement noir.,Les femmes exercent.
637,Women exercising one woman has a green mat and black outfit on.,The women are both dressing in green.,2,Les femmes qui exercent une femme ont un matériau vert et un vêtement noir.,Les femmes s'habituent tous deux en vert.
638,Women exercising one woman has a green mat and black outfit on.,The women are doing yoga.,1,Les femmes qui exercent une femme ont un matériau vert et un vêtement noir.,Les femmes pratiquent le yoga.
639,Students practicing yoga in a class setting.,The students are taking a beginners' yoga class.,1,Étudiants qui pratiquent le yoga en classe.,Les étudiants suivent une classe de yoga débutants.
640,Students practicing yoga in a class setting.,The students solve equations on the board.,2,Étudiants qui pratiquent le yoga en classe.,Les élèves résument des équations sur le jury.
641,Students practicing yoga in a class setting.,A yoga class is in progress.,0,Étudiants qui pratiquent le yoga en classe.,Une classe de yoga est en cours.
642,People are stretching on yoga mats.,They stretched on yoga mats outside.,1,Les gens s'étirent sur des tapis de yoga.,Elles s'étirent sur des tapis de yoga à l'extérieur.
643,People are stretching on yoga mats.,The people stretched on yoga mats.,0,Les gens s'étirent sur des tapis de yoga.,Les gens s'étirent sur les tapis de yoga.
644,People are stretching on yoga mats.,They stretched on bikes.,2,Les gens s'étirent sur des tapis de yoga.,Ils s'étirent sur des vélos.
645,A group of people are doing yoga.,The people are doing yoga,0,Un groupe de personnes pratiquent le yoga.,Les gens font du yoga
646,A group of people are doing yoga.,The people are working out,1,Un groupe de personnes pratiquent le yoga.,Les gens travaillent
647,A group of people are doing yoga.,The people are sleep.,2,Un groupe de personnes pratiquent le yoga.,Les gens sommeilent.
648,Motorcyclist performing while two men watch.,Two women are walking with strollers.,2,Motorcyclist performing while two men watch.,Deux femmes marchent avec des promenades.
